smiles,Eea,mfp_MQNs13,mfp_MQNs14,mfp_MQNs15,mfp_MQNs16,mfp_MQNs17,mfp_MQNs18,mfp_MQNs19,mfp_MQNs20,mfp_MQNs21,mfp_MQNs22,mfp_MQNs23,mfp_MQNs24,mfp_MQNs25,mfp_MQNs26,mfp_MQNs27,mfp_MQNs28,mfp_MQNs29,mfp_MQNs30,mfp_MQNs31,mfp_MQNs32,mfp_MQNs33,mfp_MQNs34,mfp_MQNs35,mfp_MQNs36,mfp_MQNs37,mfp_MQNs38,mfp_MQNs39,mfp_MQNs40,mfp_MQNs41,mfp_MQNs42,mfp_NumAromaticRings,mfp_NumAliphaticRings,mfp_Chi0n,mfp_Chi0v,mfp_Chi1n,mfp_Chi1v,mfp_Chi2n,mfp_Chi2v,mfp_HallKierAlpha,mfp_tpsa
[*]CC(S1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3[*],2.0787,0.5,0,0,0.307692308,0.269230769,0,0.115384615,0,0,0,0,0,0,0,0,0,0.038461538,0.115384615,0.461538462,0,0,0,0.115384615,0,0,0,0,0,0,0,0.115384615,0,0.681720957,0.391316716,0.35479788,0.256701331,0.107841116,0.217754117,0.034615385,0
[*]CC(S1)=CC=C1C(S2)=CC=C2C(=S)[*],3.2587,0.523809524,0.047619048,0,0.238095238,0.238095238,0,0.142857143,0,0,0,0,0,0,0.047619048,0,0.047619048,0.047619048,0.095238095,0.380952381,0,0,0,0.095238095,0,0,0,0,0,0,0,0.095238095,0,0.677368803,0.413058791,0.346220035,0.252945818,0.101080133,0.208002305,0.024285714,0
[*]CC(S1)=CC=C1C(S2)=CC=C2O[*],1.7705,0.55,0,0,0.25,0.25,0,0.15,0.1,0.05,0,0,0,0,0,0.05,0,0.05,0.1,0.4,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0.686237244,0.367886902,0.346443451,0.232680694,0.098947703,0.199136902,0.04,0.252875
[*]CC(S1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3[*],1.9244,0.517241379,0,0,0.275862069,0.275862069,0,0.103448276,0,0,0,0,0,0,0,0,0,0.034482759,0.068965517,0.482758621,0,0,0,0.068965517,0.034482759,0,0,0,0,0,0,0.103448276,0,0.700568848,0.343085853,0.364361951,0.213775508,0.104950298,0.168299171,0.047586207,0
[*]CC(S1)=CC=C1C(C=C2)=CC=C2C(=S)[*],2.9754,0.541666667,0.041666667,0,0.25,0.208333333,0,0.125,0,0,0,0,0,0,0.041666667,0,0.041666667,0.041666667,0.041666667,0.416666667,0,0,0,0.041666667,0.041666667,0,0,0,0,0,0,0.083333333,0,0.700687358,0.352062073,0.358848851,0.201546554,0.098432185,0.149463221,0.04125,0
[*]CC(S1)=CC=C1C(C=C2)=CC=C2O[*],1.4385,0.565217391,0,0,0.260869565,0.217391304,0,0.130434783,0.086956522,0.043478261,0,0,0,0,0,0.043478261,0,0.043478261,0.043478261,0.434782609,0,0,0,0.043478261,0.043478261,0,0,0,0,0,0,0.086956522,0,0.709412895,0.310130137,0.359592205,0.181689957,0.096279761,0.140654575,0.055652174,0.219891304
[*]CC(S1)=CC=C1CC(S2)=CC=C2[*],1.174,0.590909091,0,0,0.227272727,0.227272727,0,0.136363636,0,0,0,0,0,0,0,0,0,0.090909091,0.090909091,0.363636364,0,0,0,0.090909091,0,0,0,0,0,0,0,0.090909091,0,0.718931663,0.33861317,0.366658935,0.21361317,0.087207212,0.170712544,0.027272727,0
[*]CC(S1)=CC=C1CC(=S)[*],2.588,0.647058824,0.058823529,0,0.176470588,0.117647059,0,0.176470588,0,0,0,0,0,0,0.058823529,0,0.058823529,0.117647059,0.058823529,0.235294118,0,0,0,0.058823529,0,0,0,0,0,0,0,0.058823529,0,0.724499799,0.349969985,0.35955132,0.196301018,0.072786614,0.14483043,0.012352941,0
[*]CC(S1)=CC=C1C(=O)C(S2)=CC=C2[*],2.8498,0.523809524,0.047619048,0,0.238095238,0.238095238,0,0.142857143,0.095238095,0.047619048,0,0,0,0,0.047619048,0,0.047619048,0.047619048,0.095238095,0.380952381,0,0,0,0.095238095,0,0,0,0,0,0,0,0.095238095,0,0.677368803,0.374178002,0.346220035,0.233505423,0.101080133,0.18856191,0.044285714,0.203214286
[*]CC(S1)=CC=C1C(=O)C(=S)[*],3.3428,0.5625,0.125,0,0.1875,0.125,0,0.1875,0.125,0.0625,0,0,0,0,0.125,0,0.125,0.0625,0.0625,0.25,0,0,0,0.0625,0,0,0,0,0,0,0,0.0625,0,0.670296554,0.397358627,0.332281036,0.221327591,0.090093536,0.166640091,0.03375,0.26671875
[*]CC(S1)=CC=C1C(=O)O[*],2.358,0.6,0.066666667,0,0.2,0.133333333,0,0.133333333,0.266666667,0.133333333,0,0,0,0,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.266666667,0,0,0,0.066666667,0,0,0,0,0,0,0,0.066666667,0,0.681649658,0.336082763,0.331649658,0.192199544,0.086517856,0.154559238,0.055333333,0.621666667
[*]CC(S1)=CC=C1C(=S)C(S2)=CC=C2[*],3.3843,0.523809524,0.047619048,0,0.238095238,0.238095238,0,0.142857143,0,0,0,0,0,0,0.047619048,0,0.047619048,0.047619048,0.095238095,0.380952381,0,0,0,0.095238095,0,0,0,0,0,0,0,0.095238095,0,0.677368803,0.413058791,0.346220035,0.252945818,0.101080133,0.208002305,0.024285714,0
[*]CC(S1)=CC=C1C(=S)O[*],2.9654,0.6,0.066666667,0,0.2,0.133333333,0,0.133333333,0.133333333,0.066666667,0,0,0,0,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.266666667,0,0,0,0.066666667,0,0,0,0,0,0,0,0.066666667,0,0.681649658,0.390515869,0.331649658,0.219416097,0.086517856,0.179278625,0.027333333,0.337166667
[*]CC(S1)=CC=C1NC(S2)=CC=C2[*],1.1194,0.571428571,0,0,0.238095238,0.238095238,0,0.142857143,0.047619048,0.047619048,0,0,0,0,0,0,0.047619048,0.047619048,0.095238095,0.380952381,0,0,0,0.095238095,0,0,0,0,0,0,0,0.095238095,0,0.703033818,0.352223968,0.355282084,0.221271588,0.088448519,0.173877918,0.038095238,0.143214286
[*]CC(S1)=CC=C1NC(=S)[*],2.0497,0.625,0.0625,0,0.1875,0.125,0,0.125,0.0625,0.0625,0,0,0,0,0.0625,0,0.125,0.0625,0.0625,0.25,0,0,0,0.0625,0,0,0,0,0,0,0,0.0625,0,0.703981886,0.368543959,0.344174977,0.205270681,0.07433933,0.148192139,0.025625,0.18796875
[*]CC(S1)=CC=C1NO[*],1.3873,0.666666667,0,0,0.2,0.133333333,0,0.2,0.2,0.133333333,0,0,0,0,0,0.066666667,0.066666667,0.066666667,0.066666667,0.266666667,0,0,0,0.066666667,0,0,0,0,0,0,0,0.066666667,0,0.717580678,0.305347117,0.344659411,0.175395057,0.071841725,0.138446443,0.036,0.537666667
[*]CC(S1)=CC=C1OC(S2)=CC=C2[*],1.2199,0.55,0,0,0.25,0.25,0,0.15,0.1,0.05,0,0,0,0,0,0.05,0,0.05,0.1,0.4,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0.686237244,0.367886902,0.348737244,0.230386902,0.09061437,0.178724487,0.04,0.115375
[*]CC(S1)=CC=C1OC(=S)[*],2.3956,0.6,0.066666667,0,0.2,0.133333333,0,0.133333333,0.133333333,0.066666667,0,0,0,0,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.266666667,0,0,0,0.066666667,0,0,0,0,0,0,0,0.066666667,0,0.681649658,0.390515869,0.334708048,0.216357707,0.07693594,0.153591268,0.027333333,0.153833333
[*]CC(C=C1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3[*],1.9547,0.517241379,0,0,0.275862069,0.275862069,0,0.103448276,0,0,0,0,0,0,0,0,0,0.034482759,0.068965517,0.482758621,0,0,0,0.068965517,0.034482759,0,0,0,0,0,0,0.103448276,0,0.700568848,0.343085853,0.364361951,0.213775508,0.104950298,0.168299171,0.047586207,0
[*]CC(C=C1)=CC=C1C(S2)=CC=C2C(C=C3)=CC=C3[*],1.8331,0.53125,0,0,0.28125,0.25,0,0.09375,0,0,0,0,0,0,0,0,0,0.03125,0.03125,0.5,0,0,0,0.03125,0.0625,0,0,0,0,0,0,0.09375,0,0.715882759,0.303898277,0.372132759,0.178898277,0.101884699,0.133779097,0.058125,0
[*]CC(C=C1)=CC=C1C(S2)=CC=C2C(=S)[*],3.0651,0.541666667,0.041666667,0,0.25,0.208333333,0,0.125,0,0,0,0,0,0,0.041666667,0,0.041666667,0.041666667,0.041666667,0.416666667,0,0,0,0.041666667,0.041666667,0,0,0,0,0,0,0.083333333,0,0.700687358,0.352062073,0.358848851,0.201546554,0.098432185,0.149463221,0.04125,0
[*]CC(C=C1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3[*],1.812,0.53125,0,0,0.28125,0.25,0,0.09375,0,0,0,0,0,0,0,0,0,0.03125,0.03125,0.5,0,0,0,0.03125,0.0625,0,0,0,0,0,0,0.09375,0,0.715882759,0.303898277,0.372132759,0.178898277,0.102601509,0.128117027,0.058125,0
[*]CC(C=C1)=CC=C1C(C=C2)=CC=C2C(C=C3)=CC=C3[*],1.7487,0.542857143,0,0,0.257142857,0.257142857,0,0.085714286,0,0,0,0,0,0,0,0,0,0.028571429,0,0.514285714,0,0,0,0,0.085714286,0,0,0,0,0,0,0.085714286,0,0.728571429,0.271428571,0.378571429,0.15,0.1,0.1,0.066857143,0
[*]CC(C=C1)=CC=C1C(C=C2)=CC=C2C(=S)[*],2.7075,0.555555556,0.037037037,0,0.222222222,0.222222222,0,0.111111111,0,0,0,0,0,0,0.037037037,0,0.037037037,0.037037037,0,0.444444444,0,0,0,0,0.074074074,0,0,0,0,0,0,0.074074074,0,0.718824011,0.30462018,0.368671265,0.161569349,0.096372669,0.103932823,0.054444444,0
[*]CC(C=C1)=CC=C1CC(S2)=CC=C2[*],0.9966,0.6,0,0,0.24,0.2,0,0.12,0,0,0,0,0,0,0,0,0,0.08,0.04,0.4,0,0,0,0.04,0.04,0,0,0,0,0,0,0.08,0,0.736329932,0.288989795,0.376329932,0.168989795,0.086329932,0.118989795,0.0432,0
[*]CC(C=C1)=CC=C1CC(C=C2)=CC=C2[*],1.0649,0.607142857,0,0,0.214285714,0.214285714,0,0.107142857,0,0,0,0,0,0,0,0,0,0.071428571,0,0.428571429,0,0,0,0,0.071428571,0,0,0,0,0,0,0.071428571,0,0.75,0.25,0.383928571,0.133928571,0.084821429,0.084821429,0.055714286,0
[*]CC(C=C1)=CC=C1CC(=S)[*],2.6743,0.65,0.05,0,0.15,0.15,0,0.15,0,0,0,0,0,0,0.05,0,0.05,0.1,0,0.3,0,0,0,0,0.05,0,0,0,0,0,0,0.05,0,0.745412415,0.286237244,0.372706207,0.143118622,0.073853104,0.084059311,0.0345,0
[*]CC(C=C1)=CC=C1C(=O)C(S2)=CC=C2[*],2.5375,0.541666667,0.041666667,0,0.25,0.208333333,0,0.125,0.083333333,0.041666667,0,0,0,0,0.041666667,0,0.041666667,0.041666667,0.041666667,0.416666667,0,0,0,0.041666667,0.041666667,0,0,0,0,0,0,0.083333333,0,0.700687358,0.318041382,0.358848851,0.184536209,0.098432185,0.132452876,0.05875,0.1778125
[*]CC(C=C1)=CC=C1C(=O)C(C=C2)=CC=C2[*],2.314,0.555555556,0.037037037,0,0.222222222,0.222222222,0,0.111111111,0.074074074,0.037037037,0,0,0,0,0.037037037,0,0.037037037,0.037037037,0,0.444444444,0,0,0,0,0.074074074,0,0,0,0,0,0,0.074074074,0,0.718824011,0.274379566,0.368671265,0.146449042,0.095523116,0.095523116,0.07,0.158055556
[*]CC(C=C1)=CC=C1C(=O)C(=S)[*],3.3639,0.578947368,0.105263158,0,0.157894737,0.157894737,0,0.157894737,0.105263158,0.052631579,0,0,0,0,0.105263158,0,0.105263158,0.052631579,0,0.315789474,0,0,0,0,0.052631579,0,0,0,0,0,0,0.052631579,0,0.700868241,0.322789114,0.350434121,0.161394557,0.088483485,0.099226861,0.053684211,0.224605263
[*]CC(C=C1)=CC=C1C(=S)C(S2)=CC=C2[*],3.0211,0.541666667,0.041666667,0,0.25,0.208333333,0,0.125,0,0,0,0,0,0,0.041666667,0,0.041666667,0.041666667,0.041666667,0.416666667,0,0,0,0.041666667,0.041666667,0,0,0,0,0,0,0.083333333,0,0.700687358,0.352062073,0.358848851,0.201546554,0.098432185,0.149463221,0.04125,0
[*]CC(C=C1)=CC=C1C(=S)C(C=C2)=CC=C2[*],2.874,0.555555556,0.037037037,0,0.222222222,0.222222222,0,0.111111111,0,0,0,0,0,0,0.037037037,0,0.037037037,0.037037037,0,0.444444444,0,0,0,0,0.074074074,0,0,0,0,0,0,0.074074074,0,0.718824011,0.30462018,0.368671265,0.161569349,0.095523116,0.110643424,0.054444444,0
[*]CC(C=C1)=CC=C1C(=S)O[*],2.8319,0.611111111,0.055555556,0,0.166666667,0.166666667,0,0.111111111,0.111111111,0.055555556,0,0,0,0,0.055555556,0.055555556,0.055555556,0.055555556,0,0.333333333,0,0,0,0,0.055555556,0,0,0,0,0,0,0.055555556,0,0.712027588,0.312944065,0.350916477,0.156472032,0.085414304,0.106013794,0.049444444,0.280972222
[*]CC(C=C1)=CC=C1NC(S2)=CC=C2[*],0.9705,0.583333333,0,0,0.25,0.208333333,0,0.125,0.041666667,0.041666667,0,0,0,0,0,0,0.041666667,0.041666667,0.041666667,0.416666667,0,0,0,0.041666667,0.041666667,0,0,0,0,0,0,0.083333333,0,0.723144245,0.298831603,0.366778145,0.173831603,0.087278621,0.120401397,0.053333333,0.1253125
[*]CC(C=C1)=CC=C1NC(C=C2)=CC=C2[*],0.9546,0.592592593,0,0,0.222222222,0.222222222,0,0.111111111,0.037037037,0.037037037,0,0,0,0,0,0,0.037037037,0.037037037,0,0.444444444,0,0,0,0,0.074074074,0,0,0,0,0,0,0.074074074,0,0.738785689,0.257304207,0.375719526,0.136933837,0.085519148,0.085519148,0.065185185,0.111388889
[*]CC(C=C1)=CC=C1NC(=S)[*],2.0656,0.631578947,0.052631579,0,0.157894737,0.157894737,0,0.105263158,0.052631579,0.052631579,0,0,0,0,0.052631579,0,0.105263158,0.052631579,0,0.315789474,0,0,0,0,0.052631579,0,0,0,0,0,0,0.052631579,0,0.729234836,0.29852413,0.36045007,0.147872949,0.075089331,0.084698499,0.046842105,0.158289474
[*]CC(C=C1)=CC=C1NO[*],0.7333,0.666666667,0,0,0.166666667,0.166666667,0,0.166666667,0.166666667,0.111111111,0,0,0,0,0,0.055555556,0.055555556,0.055555556,0,0.333333333,0,0,0,0,0.055555556,0,0,0,0,0,0,0.055555556,0,0.741970105,0.241970105,0.361757937,0.119787832,0.073049661,0.073049661,0.056666667,0.448055556
[*]CC(C=C1)=CC=C1OC(S2)=CC=C2[*],1.0627,0.565217391,0,0,0.260869565,0.217391304,0,0.130434783,0.086956522,0.043478261,0,0,0,0,0,0.043478261,0,0.043478261,0.043478261,0.434782609,0,0,0,0.043478261,0.043478261,0,0,0,0,0,0,0.086956522,0,0.709412895,0.310130137,0.361586808,0.179695355,0.089033384,0.12290465,0.055652174,0.100326087
[*]CC(C=C1)=CC=C1OC(=S)[*],2.2773,0.611111111,0.055555556,0,0.166666667,0.166666667,0,0.111111111,0.111111111,0.055555556,0,0,0,0,0.055555556,0.055555556,0.055555556,0.055555556,0,0.333333333,0,0,0,0,0.055555556,0,0,0,0,0,0,0.055555556,0,0.712027588,0.312944065,0.353465135,0.153923374,0.077195531,0.08645479,0.049444444,0.128194444
[*]CCC(S1)=CC=C1C(S2)=CC=C2[*],1.9411,0.590909091,0,0,0.227272727,0.227272727,0,0.136363636,0,0,0,0,0,0,0,0,0,0.090909091,0.090909091,0.363636364,0,0,0,0.090909091,0,0,0,0,0,0,0,0.090909091,0,0.718931663,0.33861317,0.366658935,0.21361317,0.087207212,0.170712544,0.027272727,0
[*]CCC(S1)=CC=C1C(=S)[*],3.3272,0.647058824,0.058823529,0,0.176470588,0.117647059,0,0.176470588,0,0,0,0,0,0,0.058823529,0,0.058823529,0.117647059,0.058823529,0.235294118,0,0,0,0.058823529,0,0,0,0,0,0,0,0.058823529,0,0.724499799,0.349969985,0.35955132,0.196301018,0.072786614,0.14483043,0.012352941,0
[*]CCC(S1)=CC=C1O[*],0.6627,0.6875,0,0,0.1875,0.125,0,0.1875,0.125,0.0625,0,0,0,0,0,0.0625,0,0.125,0.0625,0.25,0,0,0,0.0625,0,0,0,0,0,0,0,0.0625,0,0.738531036,0.289562073,0.360663795,0.167429314,0.068352731,0.129800434,0.03125,0.31609375
[*]CCC(C=C1)=CC=C1C(S2)=CC=C2[*],1.6982,0.6,0,0,0.24,0.2,0,0.12,0,0,0,0,0,0,0,0,0,0.08,0.04,0.4,0,0,0,0.04,0.04,0,0,0,0,0,0,0.08,0,0.736329932,0.288989795,0.376329932,0.168989795,0.086329932,0.118989795,0.0432,0
[*]CCC(C=C1)=CC=C1C(=S)[*],3.1161,0.65,0.05,0,0.15,0.15,0,0.15,0,0,0,0,0,0,0.05,0,0.05,0.1,0,0.3,0,0,0,0,0.05,0,0,0,0,0,0,0.05,0,0.745412415,0.286237244,0.372706207,0.143118622,0.073853104,0.084059311,0.0345,0
[*]CCC(C=C1)=CC=C1O[*],0.7536,0.684210526,0,0,0.157894737,0.157894737,0,0.157894737,0.105263158,0.052631579,0,0,0,0,0,0.052631579,0,0.105263158,0,0.315789474,0,0,0,0,0.052631579,0,0,0,0,0,0,0.052631579,0,0.758328857,0.232013068,0.374335391,0.116006534,0.069953902,0.069953902,0.051578947,0.266184211
[*]CCCC(S1)=CC=C1[*],0.9489,0.722222222,0,0,0.166666667,0.111111111,0,0.166666667,0,0,0,0,0,0,0,0,0,0.166666667,0.055555556,0.222222222,0,0,0,0.055555556,0,0,0,0,0,0,0,0.055555556,0,0.772680461,0.262485826,0.383791572,0.151374715,0.057402683,0.102763604,0.016666667,0
[*]CCCC(C=C1)=CC=C1[*],0.9937,0.714285714,0,0,0.142857143,0.142857143,0,0.142857143,0,0,0,0,0,0,0,0,0,0.142857143,0,0.285714286,0,0,0,0,0.047619048,0,0,0,0,0,0,0.047619048,0,0.785714286,0.214285714,0.392857143,0.107142857,0.05952381,0.05952381,0.037142857,0
[*]CCCC(=O)[*],1.2346,0.846153846,0.076923077,0,0,0,0,0.230769231,0.153846154,0.076923077,0,0,0,0,0.076923077,0,0.076923077,0.230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800634484,0.185249868,0.381086473,0.073394165,0.027081698,0.027081698,0.025384615,0.328269231
[*]CCCC(=S)[*],2.3997,0.846153846,0.076923077,0,0,0,0,0.230769231,0,0,0,0,0,0,0.076923077,0,0.076923077,0.230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800634484,0.248057298,0.381086473,0.10479788,0.027081698,0.042783555,0.006923077,0
[*]CCC(=O)C(S1)=CC=C1[*],2.6933,0.647058824,0.058823529,0,0.176470588,0.117647059,0,0.176470588,0.117647059,0.058823529,0,0,0,0,0.058823529,0,0.058823529,0.117647059,0.058823529,0.235294118,0,0,0,0.058823529,0,0,0,0,0,0,0,0.058823529,0,0.724499799,0.301940774,0.35955132,0.172286413,0.072786614,0.120815825,0.037058824,0.251029412
[*]CCC(=O)C(C=C1)=CC=C1[*],2.3583,0.65,0.05,0,0.15,0.15,0,0.15,0.1,0.05,0,0,0,0,0.05,0,0.05,0.1,0,0.3,0,0,0,0,0.05,0,0,0,0,0,0,0.05,0,0.745412415,0.245412415,0.372706207,0.122706207,0.072706207,0.072706207,0.0555,0.213375
[*]CCC(=O)C(=S)[*],3.1911,0.75,0.166666667,0,0,0,0,0.25,0.166666667,0.083333333,0,0,0,0,0.166666667,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.734708048,0.30274943,0.346520691,0.130541382,0.046348851,0.063359197,0.02,0.355625
[*]CCC(=S)O[*],2.069,0.818181818,0.090909091,0,0,0,0,0.181818182,0.181818182,0.090909091,0,0,0,0,0.090909091,0.090909091,0.090909091,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756045144,0.28481756,0.346954235,0.119681507,0.037496134,0.07120439,0.01,0.459772727
[*]CCNC(S1)=CC=C1[*],0.6915,0.705882353,0,0,0.176470588,0.117647059,0,0.176470588,0.058823529,0.058823529,0,0,0,0,0,0,0.058823529,0.117647059,0.058823529,0.235294118,0,0,0,0.058823529,0,0,0,0,0,0,0,0.058823529,0,0.75620364,0.274821086,0.370745617,0.157174027,0.057816677,0.104578243,0.029411765,0.176911765
[*]CCNC(C=C1)=CC=C1[*],0.6326,0.7,0,0,0.15,0.15,0,0.15,0.05,0.05,0,0,0,0,0,0,0.05,0.1,0,0.3,0,0,0,0,0.05,0,0,0,0,0,0,0.05,0,0.77236068,0.22236068,0.38222136,0.10986068,0.05986068,0.05986068,0.049,0.150375
[*]CCNC(=S)[*],1.6837,0.833333333,0.083333333,0,0,0,0,0.166666667,0.083333333,0.083333333,0,0,0,0,0.083333333,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.779621824,0.264329872,0.362379278,0.109132169,0.026241158,0.041455673,0.009166667,0.250625
[*]CCON[*],0.6058,0.909090909,0,0,0,0,0,0.272727273,0.272727273,0.181818182,0,0,0,0,0,0.090909091,0.090909091,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80504199,0.168678353,0.366465957,0.057881666,0.017577197,0.017577197,0.007272727,0.801136364
[*]CC(=O)C(S1)=CC=C1C(S2)=CC=C2[*],2.8128,0.523809524,0.047619048,0,0.238095238,0.238095238,0,0.142857143,0.095238095,0.047619048,0,0,0,0,0.047619048,0,0.047619048,0.047619048,0.095238095,0.380952381,0,0,0,0.095238095,0,0,0,0,0,0,0,0.095238095,0,0.677368803,0.374178002,0.346220035,0.233505423,0.101080133,0.18856191,0.044285714,0.203214286
[*]CC(=O)C(S1)=CC=C1C(C=C2)=CC=C2[*],2.6784,0.541666667,0.041666667,0,0.25,0.208333333,0,0.125,0.083333333,0.041666667,0,0,0,0,0.041666667,0,0.041666667,0.041666667,0.041666667,0.416666667,0,0,0,0.041666667,0.041666667,0,0,0,0,0,0,0.083333333,0,0.700687358,0.318041382,0.358848851,0.184536209,0.097476438,0.140002301,0.05875,0.1778125
[*]CC(=O)C(S1)=CC=C1C(=O)[*],3.1941,0.5625,0.125,0,0.1875,0.125,0,0.1875,0.25,0.125,0,0,0,0,0.125,0,0.125,0.0625,0.0625,0.25,0,0,0,0.0625,0,0,0,0,0,0,0,0.0625,0,0.670296554,0.346327591,0.332281036,0.195812073,0.090093536,0.153882332,0.06,0.5334375
[*]CC(=O)C(S1)=CC=C1C(=S)[*],3.6254,0.5625,0.125,0,0.1875,0.125,0,0.1875,0.125,0.0625,0,0,0,0,0.125,0,0.125,0.0625,0.0625,0.25,0,0,0,0.0625,0,0,0,0,0,0,0,0.0625,0,0.670296554,0.397358627,0.332281036,0.221327591,0.090093536,0.166640091,0.03375,0.26671875
[*]CC(=O)C(S1)=CC=C1O[*],2.4711,0.6,0.066666667,0,0.2,0.133333333,0,0.2,0.266666667,0.133333333,0,0,0,0,0.066666667,0.066666667,0.066666667,0.066666667,0.066666667,0.266666667,0,0,0,0.066666667,0,0,0,0,0,0,0,0.066666667,0,0.681649658,0.336082763,0.331649658,0.192199544,0.086517856,0.152062073,0.055333333,0.621666667
[*]CC(=O)C(C=C1)=CC=C1C(S2)=CC=C2[*],2.4129,0.541666667,0.041666667,0,0.25,0.208333333,0,0.125,0.083333333,0.041666667,0,0,0,0,0.041666667,0,0.041666667,0.041666667,0.041666667,0.416666667,0,0,0,0.041666667,0.041666667,0,0,0,0,0,0,0.083333333,0,0.700687358,0.318041382,0.358848851,0.184536209,0.098432185,0.132452876,0.05875,0.1778125
[*]CC(=O)C(C=C1)=CC=C1C(C=C2)=CC=C2[*],2.336,0.555555556,0.037037037,0,0.222222222,0.222222222,0,0.111111111,0.074074074,0.037037037,0,0,0,0,0.037037037,0,0.037037037,0.037037037,0,0.444444444,0,0,0,0,0.074074074,0,0,0,0,0,0,0.074074074,0,0.718824011,0.274379566,0.368671265,0.146449042,0.095523116,0.095523116,0.07,0.158055556
[*]CC(=O)C(C=C1)=CC=C1C(=O)[*],2.7979,0.578947368,0.105263158,0,0.157894737,0.157894737,0,0.157894737,0.210526316,0.105263158,0,0,0,0,0.105263158,0,0.105263158,0.052631579,0,0.315789474,0,0,0,0,0.052631579,0,0,0,0,0,0,0.052631579,0,0.700868241,0.27981561,0.350434121,0.139907805,0.088483485,0.088483485,0.075789474,0.449210526
[*]CC(=O)C(C=C1)=CC=C1C(=S)[*],3.7473,0.578947368,0.105263158,0,0.157894737,0.157894737,0,0.157894737,0.105263158,0.052631579,0,0,0,0,0.105263158,0,0.105263158,0.052631579,0,0.315789474,0,0,0,0,0.052631579,0,0,0,0,0,0,0.052631579,0,0.700868241,0.322789114,0.350434121,0.161394557,0.088483485,0.099226861,0.053684211,0.224605263
[*]CC(=O)C(C=C1)=CC=C1O[*],2.3793,0.611111111,0.055555556,0,0.166666667,0.166666667,0,0.166666667,0.222222222,0.111111111,0,0,0,0,0.055555556,0.055555556,0.055555556,0.055555556,0,0.333333333,0,0,0,0,0.055555556,0,0,0,0,0,0,0.055555556,0,0.712027588,0.267583143,0.350916477,0.133791572,0.085180461,0.085180461,0.072777778,0.518055556
[*]CC(=O)CC(S1)=CC=C1[*],1.6069,0.647058824,0.058823529,0,0.176470588,0.117647059,0,0.176470588,0.117647059,0.058823529,0,0,0,0,0.058823529,0,0.058823529,0.117647059,0.058823529,0.235294118,0,0,0,0.058823529,0,0,0,0,0,0,0,0.058823529,0,0.724499799,0.301940774,0.35955132,0.172286413,0.072786614,0.120815825,0.037058824,0.251029412
[*]CC(=O)CC(C=C1)=CC=C1[*],1.8209,0.65,0.05,0,0.15,0.15,0,0.15,0.1,0.05,0,0,0,0,0.05,0,0.05,0.1,0,0.3,0,0,0,0,0.05,0,0,0,0,0,0,0.05,0,0.745412415,0.245412415,0.372706207,0.122706207,0.072706207,0.072706207,0.0555,0.213375
[*]CC(=O)CC(=O)[*],1.5258,0.75,0.166666667,0,0,0,0,0.25,0.333333333,0.166666667,0,0,0,0,0.166666667,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.734708048,0.234708048,0.346520691,0.096520691,0.046348851,0.046348851,0.055,0.71125
[*]CC(=O)CC(=S)[*],3.0632,0.75,0.166666667,0,0,0,0,0.25,0.166666667,0.083333333,0,0,0,0,0.166666667,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.734708048,0.30274943,0.346520691,0.130541382,0.046348851,0.063359197,0.02,0.355625
[*]CC(=O)CO[*],1.6393,0.818181818,0.090909091,0,0,0,0,0.272727273,0.363636364,0.181818182,0,0,0,0,0.090909091,0.090909091,0.090909091,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756045144,0.210590598,0.346954235,0.082568026,0.039198747,0.039198747,0.033636364,0.847727273
[*]CC(=O)C(=S)C(S1)=CC=C1[*],3.7805,0.5625,0.125,0,0.1875,0.125,0,0.1875,0.125,0.0625,0,0,0,0,0.125,0,0.125,0.0625,0.0625,0.25,0,0,0,0.0625,0,0,0,0,0,0,0,0.0625,0,0.670296554,0.397358627,0.332281036,0.221327591,0.090093536,0.166640091,0.03375,0.26671875
